2014-06-05 08:00:35,30175,1039,2014-06-05 08:00:36,NULL,NULL,2014-06-05 08:07:05
2014-06-05 08:01:20,30172,6930,2014-06-05 08:01:21,NULL,NULL,2014-06-05 08:05:28
2014-06-05 08:01:23,30560,6922,2014-06-05 08:01:24,2014-06-05 08:02:44,2014-06-05 08:03:14,2014-06-05 08:05:50
2014-06-05 08:01:44,30179,1041,2014-06-05 08:01:45,2014-06-05 08:02:20,2014-06-05 08:02:44,2014-06-05 08:07:58
2014-06-05 08:01:53,30175,9512,2014-06-05 08:01:54,NULL,NULL,2014-06-05 08:03:57
2014-06-05 08:02:06,30172,8189,2014-06-05 08:02:07,NULL,NULL,2014-06-05 08:07:19
2014-06-05 08:02:21,30560,8076,2014-06-05 08:02:22,NULL,NULL,2014-06-05 08:07:58
2014-06-05 08:02:36,30560,7479,2014-06-05 08:02:37,NULL,NULL,2014-06-05 08:07:21
2014-06-05 08:02:45,30560,9118,2014-06-05 08:02:46,NULL,NULL,2014-06-05 08:04:23
2014-06-05 08:03:01,30560,8514,2014-06-05 08:03:02,NULL,NULL,2014-06-05 08:03:39
2014-06-05 08:03:02,30560,8077,2014-06-05 08:03:03,NULL,NULL,2014-06-05 08:05:39
2014-06-05 08:03:10,30560,6935,2014-06-05 08:03:11,NULL,NULL,2014-06-05 08:06:53
2014-06-05 08:03:16,30172,7531,2014-06-05 08:03:17,NULL,NULL,2014-06-05 08:08:04
2014-06-05 08:03:49,30560,8861,2014-06-05 08:03:50,NULL,NULL,2014-06-05 08:06:23
2014-06-05 08:03:51,30172,7823,2014-06-05 08:03:52,NULL,NULL,2014-06-05 08:10:58
2014-06-05 08:04:04,30560,6922,2014-06-05 08:04:05,2014-06-05 08:05:18,2014-06-05 08:05:58,2014-06-05 08:07:27
2014-06-05 08:04:48,30560,9512,2014-06-05 08:04:49,NULL,NULL,2014-06-05 08:11:44
2014-06-05 08:05:15,30560,9118,2014-06-05 08:05:16,2014-06-05 08:07:02,2014-06-05 08:07:54,2014-06-05 08:08:24
2014-06-05 08:05:15,30175,1038,2014-06-05 08:05:16,NULL,NULL,2014-06-05 08:07:00
2014-06-05 08:06:12,30560,8514,2014-06-05 08:06:13,NULL,NULL,2014-06-05 08:07:20
2014-06-05 08:07:08,30175,1040,2014-06-05 08:07:09,2014-06-05 08:09:06,2014-06-05 08:09:38,2014-06-05 08:16:13
2014-06-05 08:07:43,30560,6930,2014-06-05 08:07:44,NULL,NULL,2014-06-05 08:13:57
2014-06-05 08:07:46,30560,8077,2014-06-05 08:07:47,NULL,NULL,2014-06-05 08:18:22
2014-06-05 08:09:09,30560,6922,2014-06-05 08:09:10,NULL,NULL,2014-06-05 08:16:13
2014-06-05 08:09:30,30560,6935,2014-06-05 08:09:31,NULL,NULL,2014-06-05 08:16:48
2014-06-05 08:09:48,30560,8189,2014-06-05 08:09:49,NULL,NULL,2014-06-05 08:15:21
2014-06-05 08:09:48,30175,1041,2014-06-05 08:09:49,2014-06-05 08:10:46,2014-06-05 08:11:52,2014-06-05 08:14:55
2014-06-05 08:10:04,30560,7479,2014-06-05 08:10:05,NULL,NULL,2014-06-05 08:15:15
2014-06-05 08:10:04,30560,8514,2014-06-05 08:10:05,NULL,NULL,2014-06-05 08:10:27
2014-06-05 08:10:23,30175,1038,2014-06-05 08:10:24,NULL,NULL,2014-06-05 08:13:31
2014-06-05 08:10:25,30560,9118,2014-06-05 08:10:26,NULL,NULL,2014-06-05 08:20:08
2014-06-05 08:10:44,30175,1039,2014-06-05 08:10:45,NULL,NULL,2014-06-05 08:19:35
