2014-10-03 08:01:46,30560,6989,2014-10-03 08:01:47,2014-10-03 08:03:19,2014-10-03 08:03:29,2014-10-03 08:03:42
2014-10-03 08:02:22,30179,6947,2014-10-03 08:02:23,NULL,NULL,2014-10-03 08:06:30
2014-10-03 08:02:38,30560,8076,2014-10-03 08:02:39,NULL,NULL,2014-10-03 08:07:02
2014-10-03 08:03:10,30560,9826,2014-10-03 08:03:11,NULL,NULL,2014-10-03 08:08:46
2014-10-03 08:03:44,30175,1171,2014-10-03 08:03:45,2014-10-03 08:05:01,NULL,2014-10-03 08:06:13
2014-10-03 08:03:46,30172,6922,2014-10-03 08:03:47,NULL,NULL,2014-10-03 08:05:30
2014-10-03 08:05:03,30560,7923,2014-10-03 08:05:04,NULL,NULL,2014-10-03 08:05:28
2014-10-03 08:06:54,30175,1407,2014-10-03 08:06:55,2014-10-03 08:08:15,2014-10-03 08:08:37,2014-10-03 08:12:13
2014-10-03 08:07:06,30175,1102,2014-10-03 08:07:07,NULL,NULL,2014-10-03 08:09:57
2014-10-03 08:07:25,30066,8189,2014-10-03 08:07:26,NULL,NULL,2014-10-03 08:10:31
2014-10-03 08:07:38,30560,8749,2014-10-03 08:07:39,NULL,NULL,2014-10-03 08:08:12
2014-10-03 08:07:55,30175,7039,2014-10-03 08:07:56,NULL,NULL,2014-10-03 08:10:36
2014-10-03 08:08:05,30560,6989,2014-10-03 08:08:06,NULL,NULL,2014-10-03 08:08:08
2014-10-03 08:08:07,30560,7923,2014-10-03 08:08:08,NULL,NULL,2014-10-03 08:08:10
2014-10-03 08:08:07,30560,6922,2014-10-03 08:08:08,NULL,NULL,2014-10-03 08:12:14
2014-10-03 08:08:17,30560,6947,2014-10-03 08:08:18,NULL,NULL,2014-10-03 08:12:13
2014-10-03 08:09:43,30560,8076,2014-10-03 08:09:44,NULL,NULL,2014-10-03 08:11:49
2014-10-03 08:10:10,30179,1107,2014-10-03 08:10:11,NULL,NULL,2014-10-03 08:15:43
2014-10-03 08:10:13,30175,1405,2014-10-03 08:10:14,2014-10-03 08:13:45,2014-10-03 08:14:15,2014-10-03 08:17:13
2014-10-03 08:10:26,30175,1171,2014-10-03 08:10:27,2014-10-03 08:12:10,NULL,2014-10-03 08:14:16
2014-10-03 08:10:54,30066,6989,2014-10-03 08:10:55,NULL,NULL,2014-10-03 08:19:15
2014-10-03 08:10:59,30175,8749,2014-10-03 08:11:00,NULL,NULL,2014-10-03 08:12:36
2014-10-03 08:11:14,30175,7923,2014-10-03 08:11:15,NULL,NULL,2014-10-03 08:12:04
2014-10-03 08:11:26,30560,9826,2014-10-03 08:11:27,NULL,NULL,2014-10-03 08:16:27
2014-10-03 08:11:37,30560,1102,2014-10-03 08:11:38,NULL,NULL,2014-10-03 08:24:45
2014-10-03 08:11:38,30560,8189,2014-10-03 08:11:39,2014-10-03 08:14:40,2014-10-03 08:15:27,2014-10-03 08:18:23
2014-10-03 08:12:52,30172,7039,2014-10-03 08:12:53,NULL,NULL,2014-10-03 08:13:58
2014-10-03 08:13:40,30175,1407,2014-10-03 08:13:41,2014-10-03 08:15:29,2014-10-03 08:16:03,2014-10-03 08:20:01
2014-10-03 08:13:47,30172,8076,2014-10-03 08:13:48,NULL,NULL,2014-10-03 08:17:35
2014-10-03 08:13:48,30172,6922,2014-10-03 08:13:49,NULL,NULL,2014-10-03 08:17:13
2014-10-03 08:14:16,30175,8749,2014-10-03 08:14:17,NULL,NULL,2014-10-03 08:14:54
2014-10-03 08:15:31,30560,7039,2014-10-03 08:15:32,2014-10-03 08:18:32,NULL,2014-10-03 08:20:01
2014-10-03 08:15:50,30175,1171,2014-10-03 08:15:51,NULL,NULL,2014-10-03 08:16:30
2014-10-03 08:15:53,30175,1405,2014-10-03 08:15:54,NULL,NULL,2014-10-03 08:18:40
2014-10-03 08:17:32,30560,6947,2014-10-03 08:17:33,NULL,NULL,2014-10-03 08:19:37
2014-10-03 08:19:45,30175,8749,2014-10-03 08:19:46,NULL,NULL,2014-10-03 08:24:04
2014-10-03 08:19:58,30560,8189,2014-10-03 08:19:59,NULL,NULL,2014-10-03 08:27:13
2014-10-03 08:20:14,30560,9826,2014-10-03 08:20:15,NULL,NULL,2014-10-03 08:21:42
2014-10-03 08:20:36,30175,1107,2014-10-03 08:20:37,2014-10-03 08:21:33,2014-10-03 08:21:53,2014-10-03 08:26:24
2014-10-03 08:21:07,30175,1171,2014-10-03 08:21:08,NULL,NULL,2014-10-03 08:26:43
2014-10-03 08:21:34,30172,6922,2014-10-03 08:21:35,NULL,NULL,2014-10-03 08:26:24
2014-10-03 08:21:54,30175,1407,2014-10-03 08:21:55,NULL,NULL,2014-10-03 08:25:42
2014-10-03 08:22:52,30560,8076,2014-10-03 08:22:53,NULL,NULL,2014-10-03 08:26:38
2014-10-03 08:22:55,30560,6989,2014-10-03 08:22:56,NULL,NULL,2014-10-03 08:24:24
2014-10-03 08:23:09,30175,1405,2014-10-03 08:23:10,NULL,NULL,2014-10-03 08:28:07
2014-10-03 08:24:39,30066,6947,2014-10-03 08:24:40,NULL,NULL,2014-10-03 08:27:16
2014-10-03 08:24:45,30172,7039,2014-10-03 08:24:46,NULL,NULL,2014-10-03 08:28:25
2014-10-03 08:25:08,30560,9826,2014-10-03 08:25:09,NULL,NULL,2014-10-03 08:28:56
2014-10-03 08:25:47,30560,7923,2014-10-03 08:25:47,NULL,NULL,2014-10-03 08:34:07
2014-10-03 08:25:47,30066,1107,2014-10-03 08:25:48,NULL,NULL,2014-10-03 08:31:25
2014-10-03 08:26:13,30172,9434,2014-10-03 08:26:14,NULL,NULL,2014-10-03 08:28:14
2014-10-03 08:26:14,30175,8749,2014-10-03 08:26:15,NULL,NULL,2014-10-03 08:32:22
2014-10-03 08:26:55,30175,6989,2014-10-03 08:26:56,NULL,NULL,2014-10-03 08:33:43
2014-10-03 08:27:24,30560,6922,2014-10-03 08:27:25,2014-10-03 08:28:51,2014-10-03 08:29:39,2014-10-03 08:31:18
2014-10-03 08:27:41,30175,1407,2014-10-03 08:27:42,NULL,NULL,2014-10-03 08:28:59
2014-10-03 08:28:02,30560,8076,2014-10-03 08:28:02,NULL,NULL,2014-10-03 08:33:55
2014-10-03 08:28:05,30172,8189,2014-10-03 08:28:06,NULL,NULL,2014-10-03 08:30:09
2014-10-03 08:28:45,30175,1171,2014-10-03 08:28:46,NULL,NULL,2014-10-03 08:29:30
2014-10-03 08:29:26,30560,6947,2014-10-03 08:29:27,NULL,NULL,2014-10-03 08:37:15
2014-10-03 08:29:50,30175,1102,2014-10-03 08:29:51,NULL,NULL,2014-10-03 08:33:59
2014-10-03 08:30:22,30172,9434,2014-10-03 08:30:23,NULL,NULL,2014-10-03 08:34:11
2014-10-03 08:30:24,30560,7039,2014-10-03 08:30:25,NULL,NULL,2014-10-03 08:35:38
2014-10-03 08:30:35,30179,1405,2014-10-03 08:30:36,NULL,NULL,2014-10-03 08:36:50
2014-10-03 08:30:37,30175,9826,2014-10-03 08:30:38,NULL,NULL,2014-10-03 08:33:39
2014-10-03 08:30:59,30560,9509,2014-10-03 08:31:00,NULL,NULL,2014-10-03 08:33:51
2014-10-03 08:31:18,30560,1069,2014-10-03 08:31:19,NULL,NULL,2014-10-03 08:33:21
2014-10-03 08:31:28,30175,1407,2014-10-03 08:31:29,NULL,NULL,2014-10-03 08:44:52
2014-10-03 08:32:10,30175,1239,2014-10-03 08:32:11,NULL,NULL,2014-10-03 08:33:57
2014-10-03 08:33:12,30175,1171,2014-10-03 08:33:13,NULL,NULL,2014-10-03 08:33:46
2014-10-03 08:33:31,30172,9687,2014-10-03 08:33:32,NULL,NULL,2014-10-03 08:35:57
2014-10-03 08:34:03,30175,1167,2014-10-03 08:34:03,NULL,NULL,2014-10-03 08:41:42
2014-10-03 08:34:20,30560,1041,2014-10-03 08:34:21,NULL,NULL,2014-10-03 08:37:44
2014-10-03 08:35:02,30560,9575,2014-10-03 08:35:02,NULL,NULL,2014-10-03 08:37:24
2014-10-03 08:35:29,30175,1168,2014-10-03 08:35:30,NULL,NULL,2014-10-03 08:45:27
2014-10-03 08:35:34,30172,8189,2014-10-03 08:35:35,NULL,NULL,2014-10-03 08:45:38
2014-10-03 08:35:41,30172,6943,2014-10-03 08:35:42,NULL,NULL,2014-10-03 08:39:35
2014-10-03 08:35:46,30175,1247,2014-10-03 08:35:47,NULL,NULL,2014-10-03 08:37:36
2014-10-03 08:37:01,30175,1242,2014-10-03 08:37:02,NULL,NULL,2014-10-03 08:47:33
2014-10-03 08:37:07,30560,1068,2014-10-03 08:37:08,2014-10-03 08:38:51,2014-10-03 08:39:16,2014-10-03 08:42:35
2014-10-03 08:37:10,30176,8749,2014-10-03 08:37:11,NULL,NULL,2014-10-03 08:37:23
2014-10-03 08:37:25,30172,9509,2014-10-03 08:37:26,NULL,NULL,2014-10-03 08:43:51
2014-10-03 08:37:30,30176,1069,2014-10-03 08:37:31,NULL,NULL,2014-10-03 08:39:56
2014-10-03 08:37:36,30175,1107,2014-10-03 08:37:37,NULL,NULL,2014-10-03 08:38:45
2014-10-03 08:37:54,30172,6989,2014-10-03 08:37:55,NULL,NULL,2014-10-03 08:38:27
2014-10-03 08:38:13,30175,1309,2014-10-03 08:38:14,NULL,NULL,2014-10-03 08:57:50
2014-10-03 08:38:29,30175,9826,2014-10-03 08:38:30,NULL,NULL,2014-10-03 08:51:44
2014-10-03 08:38:56,30175,1171,2014-10-03 08:38:57,NULL,NULL,2014-10-03 08:50:49
2014-10-03 08:39:05,30172,8076,2014-10-03 08:39:06,NULL,NULL,2014-10-03 08:56:27
2014-10-03 08:39:41,30560,1067,2014-10-03 08:39:42,NULL,NULL,2014-10-03 08:44:43
2014-10-03 08:40:01,30172,6922,2014-10-03 08:40:02,NULL,NULL,2014-10-03 08:41:32
2014-10-03 08:40:38,30175,1402,2014-10-03 08:40:39,NULL,NULL,2014-10-03 08:47:22
2014-10-03 08:40:53,30560,1102,2014-10-03 08:40:54,NULL,NULL,2014-10-03 08:51:29
2014-10-03 08:41:03,30560,6940,2014-10-03 08:41:04,NULL,NULL,2014-10-03 08:42:12
2014-10-03 08:41:11,30175,1239,2014-10-03 08:41:12,NULL,NULL,2014-10-03 08:43:13
2014-10-03 08:41:14,30560,7923,2014-10-03 08:41:15,NULL,NULL,2014-10-03 08:43:23
2014-10-03 08:41:15,30175,9434,2014-10-03 08:41:15,NULL,NULL,2014-10-03 08:44:20
2014-10-03 08:41:49,30175,7039,2014-10-03 08:41:50,NULL,NULL,2014-10-03 08:43:16
2014-10-03 08:42:02,30172,9687,2014-10-03 08:42:03,2014-10-03 08:52:06,NULL,2014-10-03 08:52:15
2014-10-03 08:42:11,30729,6940,2014-10-03 08:42:14,NULL,NULL,2014-10-03 08:43:34
2014-10-03 08:42:25,30560,6947,2014-10-03 08:42:26,NULL,NULL,2014-10-03 08:46:23
2014-10-03 08:42:28,30066,8749,2014-10-03 08:42:29,NULL,NULL,2014-10-03 08:48:35
2014-10-03 08:42:37,30175,1405,2014-10-03 08:42:38,NULL,NULL,2014-10-03 08:45:18
2014-10-03 08:42:47,30175,9575,2014-10-03 08:42:48,NULL,NULL,2014-10-03 08:49:56
2014-10-03 08:42:48,30175,1041,2014-10-03 08:42:49,NULL,NULL,2014-10-03 08:47:05
2014-10-03 08:42:48,30172,9427,2014-10-03 08:42:49,NULL,NULL,2014-10-03 08:48:07
2014-10-03 08:43:14,30560,6989,2014-10-03 08:43:15,NULL,NULL,2014-10-03 08:44:49
2014-10-03 08:43:24,30172,6943,2014-10-03 08:43:25,NULL,NULL,2014-10-03 08:44:53
2014-10-03 08:43:36,30560,1068,2014-10-03 08:43:37,NULL,NULL,2014-10-03 08:48:44
2014-10-03 08:43:38,30172,6931,2014-10-03 08:43:39,NULL,NULL,2014-10-03 08:45:24
2014-10-03 08:43:52,30172,6922,2014-10-03 08:43:53,NULL,NULL,2014-10-03 08:46:44
2014-10-03 08:43:57,30175,1247,2014-10-03 08:43:58,NULL,NULL,2014-10-03 08:56:43
2014-10-03 08:44:49,30172,7039,2014-10-03 08:44:50,NULL,NULL,2014-10-03 08:46:14
2014-10-03 08:45:00,30066,1107,2014-10-03 08:45:01,2014-10-03 08:45:35,2014-10-03 08:46:00,2014-10-03 08:48:00
2014-10-03 08:45:15,30172,6940,2014-10-03 08:45:16,NULL,NULL,2014-10-03 08:48:32
2014-10-03 08:45:36,30172,7923,2014-10-03 08:45:37,NULL,NULL,2014-10-03 08:48:00
2014-10-03 08:45:48,30172,9509,2014-10-03 08:45:49,NULL,NULL,2014-10-03 08:47:35
2014-10-03 08:45:54,30175,1167,2014-10-03 08:45:55,NULL,NULL,2014-10-03 08:50:11
2014-10-03 08:46:27,30172,9434,2014-10-03 08:46:28,NULL,NULL,2014-10-03 08:52:05
2014-10-03 08:46:39,30175,1239,2014-10-03 08:46:40,2014-10-03 08:48:50,2014-10-03 08:49:19,2014-10-03 08:50:38
2014-10-03 08:47:06,30560,1065,2014-10-03 08:47:07,NULL,NULL,2014-10-03 08:50:20
2014-10-03 08:47:08,30175,6989,2014-10-03 08:47:09,NULL,NULL,2014-10-03 08:48:34
2014-10-03 08:47:09,30066,6943,2014-10-03 08:47:10,NULL,NULL,2014-10-03 08:52:23
2014-10-03 08:47:22,30172,6931,2014-10-03 08:47:23,NULL,NULL,2014-10-03 08:48:38
